"tweet_text","humanitarian_label"
"When Hurricane Maria slammed into the island of Puerto Rico, it damaged many things and crippled communications.","infrastructure_and_utility_damage"
"RT @joshaneglobiez: Our country braces for super typhoon #RubyPH Let's unite and pray for the safety of our kababayans.  KEYpers drop our H…","sympathy_and_support"
"Florida seniors, nursing homes brace for Irma","other_relevant_information"
"How are the California Wildfires Affecting the Marijuana Crops? | https://t.co/cqglXFGVpW #FloridaMedCard #Florid... https://t.co/g5svfg5EZS","unknown_or_unclassified"
"Hurricane Irma: Quarter of Florida Keys homes destroyed - BBC News","infrastructure_and_utility_damage"
". Thanks God that Filipinos today are so clever facing calamities like this. #RubyPH","not_related_or_irrelevant"
"RT @BahaMarBahamas: The winds are picking up as #Dorian #Dorian2019 begins to roll in. Please pray for the bahamas. This one is going to b","sympathy_and_support"
"How does a whole state evacuate? You expect 21M people to leave with most gas stations without a drop of gas left? No way it works","displaced_people_and_evacuations"
"RT @LokmanKarki: Iappeal every individual Nationally+Internationally 2comeforward &amp;contribute their bit in assisting victims of #NepalQuake…","rescue_volunteering_or_donation_effort"
"Hwange Colliery donates $20k towards victims of #CycloneIdai through the Matabeleland North Provinces temporary account set up for the purpose.","rescue_volunteering_or_donation_effort"
"Glad to be back in beautiful #NewZealand after 19 years but very sad over loss of life &amp; destruction in 7.8 magnitude earthquake #RingofFire","infrastructure_and_utility_damage"
"Nepal earthquake: Death toll rises above 3,000 http://t.co/B2nuSKac8E","not_related_or_irrelevant"
"Are chinese food places open in this storm ? ? ?","rescue_volunteering_or_donation_effort"
"Hey @POTUS, professional tip: Focus on these American citizens. They need help, so do your job. #PortoRico It will increase your ratings.","requests_or_needs"
"RT @CallahanCRS: Our prayers are with the people of #Mexico and those in path of Hurricane #Maria. We stand with them and our Caritas partn","sympathy_and_support"
"Tim Tebow visits Hurricane Irma evacuees, spreading hope to those devastated by the floods","displaced_people_and_evacuations"
"New Zealand -  HMCS Vancouver returning home following New Zealand earthquake assistance","rescue_volunteering_or_donation_effort"
"RT @RajinikanthArmy: #Kerala Floods Relief By Rajini Makkal Mandram Pollachi Commitee #RajinikanthArmy #RA #ChiefMinisterRajinikanth","rescue_volunteering_or_donation_effort"
"RT @business: #Ecuador earthquake: - 7.8-magnitude - Pacific coast - Major damage - 41 dead, @AP says  .","injured_or_dead_people"
"My thoughts &amp; prayers go out to the people of Puerto Rico. Also to the first responders be safe out there. #PuertoRico #HurricaneMaria","sympathy_and_support"
"RT @husainhaqqani: RT@omar_quraishi: 3 school girls found dead today -- all wearing uniform - all in their teens - one in Karachi, 2 in Guj…","injured_or_dead_people"
"Wonder how many people have heard / are concerned about Nepal","not_related_or_irrelevant"
"RT @Wamagaisa: You’ve done well @DovesHoldingsZW to join the aid and relief effort. Together we can overcome #CycloneIdaiZW","rescue_volunteering_or_donation_effort"
"Staff member at my hotel lost his house I hear today. Yet every day I've seen him helping tourists with a smile on his face #NepalEarthquake","not_related_or_irrelevant"
"Chilling en face de #monanciennemaison destroyed by the #earthquake http://t.co/4Qk2dpy9Jg","infrastructure_and_utility_damage"
"So far the society has distributed food, household items and shelter materials from its own stocks, as well as distributed additional items in collaboration with its partners.","other_relevant_information"
"street brother need the power (kouran)that's set","rescue_volunteering_or_donation_effort"
"Message received. Message recu. Mesaj ou ale BERIBHTEN INBOX","not_humanitarian"
"Condolences &amp; sympathies go to families of the victims of the devastating 7.9 #earthquake that has claimed 2 500 lives in Kathmandu, #Nepal.","not_related_or_irrelevant"
"RT @TheWeekLive: Lakhs of #KeralaFloods victims yet to get relief amount as they lost their bank details","other_relevant_information"
"CFPalerts: Northern California #CampFire - initial reports of 6,700+ structures destroyed, fire now at 140 sq miles. #CAfire","infrastructure_and_utility_damage"
"Anonymous donor is matching water raised in Big Country Helps #HurricaneHarvey drive up to 300 cases.  #NexstarHarvey","rescue_volunteering_or_donation_effort"
"'Cyclone PAM leaving a trail of devastation in Pacific Ocean http://t.co/CkHyTrXQvi","other_relevant_information"
"RT @nparama1951: @alok_bhatt Seva Bharathi Kerala-doing Actual seva in flood hit areas and so, I donated to them only","rescue_volunteering_or_donation_effort"
"According to the provincial observatory, the center of the storm is moving eastward to Shanwei City on the eastern coast of Guangdong, which is receiving up to 112 millimeters of rain per hour.","not_humanitarian"
"#Hagupit  Estimated rainfall amount is from 7.5 – 20 mm per hour (heavy – intense) within the 600 km diameter of the typhoon.","other_relevant_information"
"@TimesNow @DDNewsLive @indiatvnews After #UAE denial about the offer of flood relief to #Kerala , paranoid politicians should shut foul mouth. @Ra_THORe @rsprasad","not_humanitarian"
"RT @albertolcnmedia: Puerto Rico residents evacuate after dam fails in Hurricane Marias wake","displaced_people_and_evacuations"
"RT @NewEarthquake: 5.3 earthquake, 29km W of Port-Olry, Vanuatu. Mar 16 08:29 at epicenter (16m ago, depth 58km). http://t.co/medOoRZTL1","other_relevant_information"
"RT @MoboGenie: Salute to the Indian Army for the rescue operation in Jammu &amp; Kashmir Floods. Image Courtesy @timesnow #GenieAtGMIC http://t…","other_relevant_information"
"Find official info for Albertans affected by the Fort McMurray wildfires.  #ab411 #wildfire #abfires #ymmfire","other_relevant_information"
"Joining Jubilee debt campaign! In 2016, the discovery of undisclosed government loans worth up to $2bn precipitated an abrupt end to Mozambique’s economic success story. IMF aid","other_relevant_information"
"Cargo loaded, humanitarian relief personnel boarded, and C-17 aircraft leaves for Caribbean #HurricaineIrma relief #Irma #Irma2017","other_relevant_information"
"If youd like to help out in devastating times like these, check out these #HurricaneHarvey Donation Campaigns:","rescue_volunteering_or_donation_effort"
"Thank You So much. Though Im not from Nepal but still.. https://t.co/kC1TMhYvR0","not_related_or_irrelevant"
"@nigelchanakira Outright demonstration of the power of LOVE, sensitivity and leading of the holy spirit to reach out to #CycloneIdai victims. I salute this motherly touch","sympathy_and_support"
"RT @cgacad: Happy Thanksgiving! Ive listed some easy things to do to help the Camp Fire victims","rescue_volunteering_or_donation_effort"
"Please send us information concerning them.","injured_or_dead_people"
"A few places where donations can be made to respond to the disaster in Mozambique: UN:  Oxfam:  Save the Children:  Unicef:  Gorongosa national park:","rescue_volunteering_or_donation_effort"
"Don’t trust this man after the cake incident. He’ll donate one month salary and will get (double salary) bonus next month.","rescue_volunteering_or_donation_effort"
"One more reminder as #Florence gets closer: Never leave your pets behind in an evacuation! There are lots of pet-friendly hotels &amp; shelters during evacs. Fido &amp; Fluffy would never let anything bad happen to you, so return the favor! ὃ6 ὣB #HurricaneFlorence #HurricaneFlorenceNC","displaced_people_and_evacuations"
"RT @highlyanne: From yesterday: Structural Damage at Guajataca Dam Prompts Evacuations in Puerto Rico","infrastructure_and_utility_damage"
"A Path of Hurricane Odile's Destruction, Seen Through Instagram http://t.co/zM02UpEq6y #TalkRadiance","other_relevant_information"
"Emeline ma princesse α_µCα_╩Fα__A","not_related_or_irrelevant"
"@4SCAlliance @Orlando_CityUK @OrlandoCitySC Let’s just say everyone’s worried about Dorian and their families and chop this one up as a waste of plane fuel.","not_humanitarian"
"A flood crest passed the section of the Xijiang River in Wuzhou City, Guangxi.","other_relevant_information"
"How much damage did Hurricane Irma do in Polk County? Heres a summary from @ledgerCity, @southpolkscene and me.","infrastructure_and_utility_damage"
"#SalvationArmy expands #HurricaneIrma relief in Florida Keys; Field Kitchen (10,00 meals a day capacity) to Marathon","rescue_volunteering_or_donation_effort"
"Update #KeralaFloodRelief efforts: The @indiannavy continues to deploy teams to rescue persons and provide them with food items and necessary medical aid. Below is a table which shows the overview of relief work by @indiannavy as of today morning. @nsitharaman","rescue_volunteering_or_donation_effort"
"Could our $100m be better spent in Nepal than on a memorial in France? #TheProjectTV","not_related_or_irrelevant"
"Puerto Rico struggles to dig out through the devastation left by HurricaneÂ Maria https://t.co/dNeasLlLDx https://t.co/9vbM4hpc3K","infrastructure_and_utility_damage"
"My heart goes out to all those in Ecuador affected by the earthquake #EcuadorEarthquake ὤF❤️‍","sympathy_and_support"
"This Sheriff is protecting his people in shelters! ACLU protested. Sheriff told @FoxNews let ACLU take the criminals home w/ them! 👍👍👍👍👍👍","not_humanitarian"
"STORM SURGE? ANO 'YON? | Lourd de Veyra explains as Hagupit nears landfall... http://t.co/b2V4fTYEOu","other_relevant_information"
"Hide your kids , hide your wife .. .. And hide your husband cuz , #HurricaneSandy is coming fo @10th Ave Beach http : //t.co/Jw2aoKts","not_humanitarian"
"RT @UNVOnline: URGENT ONLINE SUPPORT for #Nepal needed #Mapping #GIS skills necessary http://t.co/IRO9KAoxoh Spread the word #NepalEarthqua…","rescue_volunteering_or_donation_effort"
"Video shows severe damage to campus of University of Puerto Rico just after Maria made landfall as Category 4 storm.","infrastructure_and_utility_damage"
"#AsiaPacific ▪ Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged and roug... http://t.co/xs1JpzqbCK","injured_or_dead_people"
"Aid Group Assesses Damage in Philippines From Typhoon Hagupit - ABC News http://t.co/SaFH5nwJud #Typhoon","infrastructure_and_utility_damage"
"we need tents in miragoan, it rained last night","rescue_volunteering_or_donation_effort"
"RT @MIA_NEWS_en: @MIA_NEWS_en #Macedonia will send 100,000 euros (6 million denars) in financial aid to #Greece after deadly #wildfires","rescue_volunteering_or_donation_effort"
"One girl has a fever, a cough and some chest pain and is not better yet.","other_relevant_information"
"Mexico rocked by HUGE earthquake: 58 dead amid TSUNAMI fears as Hurricane Irma roars by","injured_or_dead_people"
"Affected by #Harvey and Need Help? Want to Help? please let us know by filling out a contact form.","other_relevant_information"
"#India #before and #after the #flood - #America #U.S #before and #after new world order ethnic cleansing #Genocide http://t.co/yM16ImvKiF","other_relevant_information"
"can bring baby supplies and non-perishable food .","infrastructure_and_utility_damage"
"#KeralaFloodRescue #KeralaFloods #KeralaFloodRelief Christian Missionaries have same rescue plans for #Kerala ? In #Nepal after earthquake in 2015 they got bibles not food or medicine","rescue_volunteering_or_donation_effort"
"Southern Haiti effectively cut off after the bridge linking it to the capital, Port-au-Prince, collapsed.","other_relevant_information"
"RT @puffin1952: bypass the Bitch people are in deep trouble and need HELP not Politics .","requests_or_needs"
"#Kerala govt to approach @WorldBank for aid after the Central govt refused to accept aid from foreign countries. The money will be used to aid reconstruction of public infrastructure damaged by the #KeralaFloods.","rescue_volunteering_or_donation_effort"
"RT @Shamidrees: PRAY FOR NEPAL http://t.co/GvBzSGXuTu","sympathy_and_support"
"More of the aid the San Juan mayor claims does not exist.","other_relevant_information"
"KERALA FLOOD RELIEF WORK BY JAIN COMMUNITY CHENNAI-MUMBAI We thank all our donors who have given your fullest support to aid the flood affected families in Kerala. We had distributed kits with 51 items for","rescue_volunteering_or_donation_effort"
"CBS NEWS: Texas Gov. Abbott says there are more than 338K without power, will be several days before outages addressed #HurricaneHarvey","other_relevant_information"
"Drinking Water System Partially Restored Following Harvey https://t.co/loIAJCr6A5 https://t.co/HuPeXxLfwn","unknown_or_unclassified"
"Some Cinco Ranch flood victims being allowed to return home","other_relevant_information"
"Continue to pray for #Houston, #India/Nepal/Bangladesh, Caribbeans for the flood victims. #Nothingisimpossible w God","sympathy_and_support"
"Cold morning, Few drizzles #RubyPH","not_related_or_irrelevant"
"7.1 Mw #earthquake near Rabosco, #Mexico; #GCCapitalIdeas cat report #reinsurance https://t.co/nyCy8KoKvh https://t.co/mvQuQXybR6","not_humanitarian"
"Tracking and keeping up with #RubyPH updates. Ano na @renzioO ?","not_related_or_irrelevant"
"#ErodeRMM #RajiniMakkalMandram #KeralaFloods Erode - RMM (Mandalam -2) -Donated flood relief materials worth ₹1,00,000 to Kerala. -Flagged off by Dist. Secretary Mr.M.Samraj MBA.LLB.,","rescue_volunteering_or_donation_effort"
"People of #Pakistan Are so beautiful by heart once i traveled to Northern areas it was wonderful trip of my life. Again i am planning in next year. View from my hotel room window.","other_relevant_information"
"Yo Doug, we know youre dealing with Irma damage in your neighborhood and stuff but uh..youre fired. Cya","infrastructure_and_utility_damage"
"Monster storm hits Vanuatu http://t.co/ng7D3PnAtK","other_relevant_information"
"I saw tons and tons of posts in RW groups saying Kerala gave nothing for Uttarakhand Floods. Bloody pathetic lies. #KeralaFloods #KeralaFloodRelief","not_humanitarian"
"I would like to know where these cars are being distributed.","rescue_volunteering_or_donation_effort"
"Was thinking the same thing with #earthquake stories out of Japan and Ecuador. Left &amp; right sides of #RingOfFire  https://t.co/06rwaDtoyQ","other_relevant_information"
"A range of causes of UEMS include lightning, electrical faults, degrading and unstable munitions and poor management practise.","rescue_volunteering_or_donation_effort"
"The best part about the hurricane was that classes were cancelled. -Mark Thomas @TheGeorgeAnne #irma https://t.co/AtsJ9OJfYb","not_humanitarian"
"RT @emmamurphyitv: Now 267 confirmed dead in #ItalyEarthquake and 400 still in hospitals across region. Aftershocks v strong this morning.","injured_or_dead_people"
"Record rainfall, catastrophic flash and river flooding, at least 18 deaths and more than 1 million without power as Hurricane Florence hits U.S.","injured_or_dead_people"
"Products provided to AAI included a variety of anti-infective agents to address infections due to dirty wounds, upper and lower respiratory illnesses, and gastrointestinal problems; dermatological products to address fungal infections and skin rashes; and first aid and general hospital supplies for consultations, minor injuries, vaccinations, and rehydration.","not_humanitarian"
"can someone from the usa adopt an 18 year old?","rescue_volunteering_or_donation_effort"
"Pleiades message HuMetKua Regarding Galactic Window 2015-2030: http://t.co/mjBtKbXxoW  I made this short for everyone","not_related_or_irrelevant"
"@repedroyce with get_repost ・・・ This year, more than ever, I am thankful for the brave men and women who put their lives on the line to fight the devastating wildfires in California. Many","sympathy_and_support"
"2pm Advisory: #Maria is a Category 1 Hurricane. It will pass by the Outer Banks late Tuesday PM into Wednesday. https://t.co/iuYLvhZx4J","other_relevant_information"
"Updating our previous story, the body found by searches in Marylands Patapsco River has been identified as Sgt. Eddison Hermond, who has been missing since Sundays flash flood in Ellicott City.","injured_or_dead_people"
"Greek wildfires kill 50; hugging bodies found near beach  #Greece #news","injured_or_dead_people"
"In preparation for Dorian, McKamey Animal Center says they returned with 8 cats and 27 dogs at 1 a.m. this morning from Brunswick, Georgia. This is to provide the Georgia shelter more space as it awaits many rescues from areas that could be impacted by the hurricane.","rescue_volunteering_or_donation_effort"
"Damage to a downtown building is seen after an earthquake 6.0 magnitude in #Napa,#California Aug24 http://t.co/muAdvk9VNW","infrastructure_and_utility_damage"
"Hurricane Dorians winds of 185 MPH were far more than what Bahamas and Abaco structures are built for, causing widespread flooding and damage. These devastating photos and videos show what could be next for Florida, Georgia &amp; Carolinas. #Dorian2019","infrastructure_and_utility_damage"
"Magnitude 7.1-earthquake strikes about 352 miles northeast of Wellington, New Zealand  by @cnnbrk via @c0nvey","other_relevant_information"
"RT @ExeterUniNews: Report in todays @WMNNews on efforts to salvage a research station destroyed by #HurricaneMaria @ljnbrent /","infrastructure_and_utility_damage"
"@ojazeera For now you can check this link for current offer http://t.co/izvrAInfgj . -^Samira","not_related_or_irrelevant"
"As #Harvey devastates Texas, catastrophic floods unfold in South Asia: Grist  #environment","infrastructure_and_utility_damage"
"""Hagupit's"" initial damage to Philippine agriculture hits over 22ml USD - GlobalPost http://t.co/1xxPeG8qBs","other_relevant_information"
"I have donated of my one day salary to #KeralaFloodRelief through #PMNationalReliefFund #KeralaReliefFund","rescue_volunteering_or_donation_effort"
"Power's cut. Pam is making a dramatic entrance.","not_related_or_irrelevant"
"RT @EconomicTimes: #KashmirFloods Army continues with intensive rescue operations in flood-hit J&amp;K.   SEE HERE: http://t.co/My9UmysVm7 http…","rescue_volunteering_or_donation_effort"
"And its free! if you go there you may want to contribute to help the victims of the recent wildfires:","rescue_volunteering_or_donation_effort"
"RT @allafrica: Mozambique Govt Commission to Accompany Food Aid:  #Mozambique #CycloneIdai","rescue_volunteering_or_donation_effort"
"This wasnt just a house that collapsed, it was an entire town: Death toll in Ecuador climbs.. #EcuadorChevron","infrastructure_and_utility_damage"
"Melbourne Beach it's been real! Now off to Fort Myers to keep the #Irma restoration going https://t.co/VMOqkFT3z4","not_humanitarian"
"A storm surge watch continues from Cape Lookout to Duck where 2-4 foot storm surge is possible. #Maria #wral https://t.co/G4plVTg2r9","other_relevant_information"
"TECHNO TECHNO Canada phone app for wildfire victims: A smartphone app released by the Can  #middleton #heywood","other_relevant_information"
"@rezendeismine @camilacabello97 a camz gosta desse emoji trosha q","not_related_or_irrelevant"
"In semi positive #Harvey news my familys beach house was only partially destroyed.","infrastructure_and_utility_damage"
"Association for work and advancement for all the Aquinois(resident of Aquin)we don't have any way,but we try to do the best with transparency,so that every body can understand our realization.","not_humanitarian"
"While Trump denies climate change: 200 die, 80,000 evacuees from Sri Lanka floods 9 killed, 300,000 evacuees from Mora cyclone #paris","injured_or_dead_people"
"Hagupit spares Tacloban http://t.co/5c0i9rHGKq","other_relevant_information"
"Tomorrow morning, the second batch of about 1.7T relief material shall be airlifted by @FlyTruJet. Thank you all for the support! #KeralaFloodRelief #AllForKerala @Samanthaprabhu2 @DrManjula_A @SeshiManda @NGOVcare @pnavdeep26 @anusuyakhasba @RanaDaggubati @BineshGaddam","rescue_volunteering_or_donation_effort"
"Disaster Unemployment Assistance Available to Workers Impacted by Floods. Jan OTool, hopefully Iowa has similar program!?!","other_relevant_information"
"I'm not sure it's possÈ‰ble ""Monster Hunter"" #lanochepirata #LiveDepoisDas11 Hurricane Maria https://t.co/19z9MBsebm","not_humanitarian"
"RT @hunterschwarz: Mark Cuban lent the Mavericks plane to the teams only active Puerto Rican player to fly supplies to PR","rescue_volunteering_or_donation_effort"
"California fires death toll set to rise -  #MalibuFire","injured_or_dead_people"
"In the wake of one of the worst tropical cyclones on record, our team on the ground are responding with essential items, shelter and more. #CycloneIdai","rescue_volunteering_or_donation_effort"
"RT legacyinsgrp1 RT legacyinsgrp1 RT legacyinsgrp1 RT ChubbNA Our storm command center is using advanced technology to monitor #Florence and assist our clients affected by the storm. For answers to frequently asked questions about the claims proc","other_relevant_information"
"Lively song by @MrVegasMusic to raise funds for #Irma victims .. now on @OnstageTV .. cant understand critics. @WinfordWilliams","other_relevant_information"
"Another one with my queens @Tee_Kolane and Mora. (Don't laugh at my teeth) https://t.co/AeZUxeNTWr","not_humanitarian"
"2/3 America with their sophisticated meteorological equipment and rescue machinery failed to cope with Hurricane Katrina that killed 1 836 people in America. And Hurricane Harvey which killed 68 people and destroyed infrastructure worth $125 billion USD. #CycloneIDAI","injured_or_dead_people"
"Thinking of the newly homeless in California sleeping outside in tents in the cold. I saw my breath when walking the dog in the woods today. I hope everyone who lost their homes in the fires finds shelter. #FridayFeeIing","sympathy_and_support"
"This is the current tide. High tide is an hour away. The #KingTides are here and will dramatically elevate water levels along Dorian’s storm surge areas. What you’ve experienced in the past cannot be used as a baseline. If you are asked to evacuate do so @wptv #jupiterfl #dorian","displaced_people_and_evacuations"
"RT @unicefaustralia: UNICEF has helped children through tough times in Ecuador for over 40 yrs &amp; well continue today. #EcuadorEarthquake h","other_relevant_information"
"@jtimberlake had a concert in Omaha, Nebraska last night. JT promised a huge donation from the proceeds of the concert as well as a personal donation to help with the flood recovery efforts. Please help me thank him! Thank you so much, JT, from the bottom of my heart!","rescue_volunteering_or_donation_effort"
"Typhoon Hagupit should send shivers through halls of Lima conference: Oxfam http://t.co/VaXA9DhJnG","not_related_or_irrelevant"
"#Tech Facebook releases donation button for Nepal earthquake: Facebook was rolling out a donation button Monda... http://t.co/QUbUNLgkJX","displaced_people_and_evacuations"
"Beer Company provides supplies &amp; aid to Florida Keys residents after Irma #infinitefireinc #beercohelpsirmavictims","rescue_volunteering_or_donation_effort"
"@SHS_Football90 @Giannis_An34 @Bucks not funny.74 deaths until now from wildfires in Athens","injured_or_dead_people"
"I live in carrefour. It is raining now, tonight, right now","other_relevant_information"
"Los Angeles News Search LA (More than 13K people rescued, but death toll from Hurricane Harvey rises to 18) 1  -","injured_or_dead_people"
"RT @standardnews: Thousands flee homes over fears of deadly dam collapse in Puerto Rico","displaced_people_and_evacuations"
"Heater pls!#RubyPH","not_related_or_irrelevant"
"#Hurricane #Matthew threatens #Haiti. Please donate to #IOCCs #InternationalEmergencyResponseFund #IOCCRelief .","rescue_volunteering_or_donation_effort"
"Gender desegreggated data for victims and survivors &amp; of the most affected people is an integral part of the relief and rebuilding agenda for inclusive social dvt. #CycloneIdai @edmnangagwa @matigary @OMpslsw @InfoMinZW @WCOZIMBABWE @mmutsamvi @ZIMCODD1 @HivosWiL @MthuliNcube","other_relevant_information"
"Haiti not yet able to gauge effect of #HurricaneMatthew where less powerful storms have killed thousands.","injured_or_dead_people"
"Terrifying visuals of #Mexico #earthquake stun the world | https://t.co/id4P48vVud https://t.co/TXQRZZimOS","unknown_or_unclassified"
"4 one gallon containers of water","rescue_volunteering_or_donation_effort"
"Prayers for those affected by #Florence -Watch #drone footage of Washington, NC, after Hurricane Florence","sympathy_and_support"
"Muslims to pray for Kerala flood victims on Bakri Eid - Times of India  #Nashik","sympathy_and_support"
"#cycloneidaizw thank you @WFP_Africa @WFP_Zimbabwe for your tireless efforts to bring relief to survivors, as the work continues to support this initiative.","rescue_volunteering_or_donation_effort"
"#Hagupit over #Philippines 12/8 #SuomiNPP #TrueColor Composite  http://t.co/cXPh5Z7pdr #RealEarthëπó @UWSSEC @UWCIMSS http://t.co/e8CBhA4iSG","not_related_or_irrelevant"
"You said you would put 100HTG on my cellphone in this week, you don't put it.","not_humanitarian"
"RT @News24lHOT: → USA http://t.co/60bowRc7ip → Dozens injured, 6 critically, after strong earthquake in California USA → (CNN) -- A 6.0-mag…","injured_or_dead_people"
"Sending my deepest solidarity and love to the people of Ecuador after this deadly earthquake.","sympathy_and_support"
"Hello commmunist assholes @annavetticad @thenewsminute @sidin @dhanyarajendran nd many more elephantine morons u gys were trolling PayTM few days back.. Bt just wanna ask how much u guys donated when 500+ Biharis killed in floods,when gujrat was destroyed?ὢ1ὢ0ὢ1 #KeralaFloods","not_humanitarian"
"Tacloban open for military and general aviation aircraft relief ops only. No commercial flights yet.#RubyPH #KATROPA","not_related_or_irrelevant"
"RT @ANCALERTS: Conflicting statements from Project NOAH &amp; PAGASA which says eye of #RubyPH has NOT yet made landfall at 55km east of Dolore…","other_relevant_information"
"please share  https://t.co/jGcHF0d1kN","not_related_or_irrelevant"
"Good evening, I would just like to work and I will not die even when we Asice do not give it to me. I'm a bulldozer, loader, backhoe technician.","other_relevant_information"
"Worst of Typhoon Hagupit Looms for the Philippines http://t.co/acQrexQQAR [Sale http://t.co/1otlgYd17s ] #video","other_relevant_information"
"RT @hilton_jill: Experienced a 7.1 earthquake and Tsunami in #NZ when I was a child. The aftershocks are more terrifying. Thoughts are with","sympathy_and_support"
"My hope is the people of the Bahamas receive help and support from their neighbours. More than paper towels","sympathy_and_support"
"""Powerful typhoon slams into eastern Philippines"" http://t.co/wflaTGHis5","not_related_or_irrelevant"
"Hundreds of Thousands Evacuated as Typhoon Nears Philippines http://t.co/UxOSeTxv0D","other_relevant_information"
"@SethShruti As per your theory of natural disasters, Puerto Rico should have accepted all refugees ! #HurricaineIrma #HurricaneMaria 3/n","not_humanitarian"
"#Dorian - Lets all pray that damage is minimal and that no lives are lost. Prayer is powerful. God is powerful.Jesus is powerful. Learn more about Him at","infrastructure_and_utility_damage"
"They never give/haven't given us any thought in croix des bouquets. At all.","other_relevant_information"
"Nepal and India begin relief efforts as monsoon floods claim at least 180 lives #NewsAd link http://t.co/WPA4Tx9qSM","injured_or_dead_people"
"Kerala flood 2018: Aid given is advance, more to follow: PM Modi tells Kerala governor ₹₹₹₹₹ why modi is telling the Governor and not to the CM who is responsible for rehabilitation. Modi is a disgusting PM.","other_relevant_information"
"PM Narendra Modi announces Rs 500 crore interim relief fund for flood-hit Kerala #KeralaFloods #NarendraModi #KeralaSOS #KeralaRains","rescue_volunteering_or_donation_effort"
"Jeremih - Birthday Sex","not_related_or_irrelevant"
" @lswestonline: Check out lswestonline.com for pictures and video about the tornado in Joplin shot only hours after the devastation oc ...","other_relevant_information"
"Aid workers rush to help Vanuatu after storm http://t.co/NzqLrF0D1O","rescue_volunteering_or_donation_effort"
"Funimation will match your donations, up to $25K! Please help! #HopeforHouston #HarveyRelief","rescue_volunteering_or_donation_effort"
"Please consider donating to manatee rehab center damaged by Hurricane Maria in Puerto Rico. No amount too small!","rescue_volunteering_or_donation_effort"
"#CampFire Friday update: Death Toll rises, #evacuees face hardships #ButteCounty","injured_or_dead_people"
"Typhoon Hagupit weakens but flooding, high winds kill at least 21 - http://t.co/ftoFAJF7v4 by Andrew Freedman","other_relevant_information"
"The Camp Fire in Northern California’s Butte County has killed 23 people and is the third-deadliest on record in the state. The overall death toll is likely to rise.","injured_or_dead_people"
"RT @WrestlingSheet: .@FightOwensFight And @MmmGorgeous Launch GoFundMe To Help Victims Of Alberta Wildfire:","rescue_volunteering_or_donation_effort"
"URGENT BABY rescue needed @houstonpolice @HoustonOEM @ArtAcevedo @KHOU @abc13houston @Fox26Houston","requests_or_needs"
"Good morning Mr I'm happy to hear that you are alive please speak to me.","not_humanitarian"
"#garyvee says if you want to have the biggest building in town you can do it 2 ways, you can build the biggest building in town or you can try to tear other buildings downafter a","not_humanitarian"
"@nelsonchamisa is lost when he blames Gvt over #CycloneIdai deaths as reported in the @DailyNewsZim of today. This was Mother Nature full stop.","injured_or_dead_people"
"@SteveMacNBC6 @nbc6 I seem to recall that Hurricane Elena stalled in the Gulf of Mexico, 90 miles off the coast. It did millions of dollars in damage, and a lot of beach erosion. The impact of Dorian will still be felt in Florida. Home insurance will go UP. Again.ὡ5","not_humanitarian"
"That's the old pic of RSS , they show now that they r leaving for Nepal . what a hypocrite http://t.co/n0ngtdxVjc","not_related_or_irrelevant"
"ë█╧@MandaluyongPIO: Classes in ALL LEVELS are suspended tomorrow, Dec. 8, 2014. #walangpasokë█¥ ç_πD","not_related_or_irrelevant"
"when a girl says she wants a relationship like Jim and Pam she's lying! no girl is willing to wait till she's engaged b4 you make your move!","not_related_or_irrelevant"
"RT @LindsayLogue: 3500+ homes destroyed in Haiti","infrastructure_and_utility_damage"
"These people are sick. What sane person wishes for people to be killed by a hurricane? #Dorian","not_humanitarian"
"Prayers for Nepal and Mary jane","not_related_or_irrelevant"
"@VanDamCNN watching you right now about Hagupit forecast.","not_related_or_irrelevant"
"In support for residents of Fort McMurray The devastating wildfire in Fort McMurray, Alberta has affected many","other_relevant_information"
"RT @cebugovph: #RubyPH #Update #Cebu Gov Hilario P Davide III declared suspension of classes tomorrow in all levels including... http://t.c…","other_relevant_information"
"Magnitude-4.2 earthquake hits Taiwan’s Hualien | Taiwan News","other_relevant_information"
"Monsoon floods in Nepal, India cause 180 deaths: Authorities in Nepal and neighbouring India sent food, medical... http://t.co/Wwh4C6CXff","injured_or_dead_people"
"Another good practical option.  https://t.co/fe9iwuP8ud","displaced_people_and_evacuations"
"@realDonaldTrump go to haiti after the hurricane and help give food","rescue_volunteering_or_donation_effort"
"Deadly Typhoon Hagupit slammed into the central Philippines' east coast late Saturday, knocking out power and toppling trees.","not_related_or_irrelevant"
"@FUMCMcKinney is ready to diaper those precious displaced babies waiting in #dallas! #GodisLove is bigger than #harvey2017.","displaced_people_and_evacuations"
"RT @jigneshmawali1: *Quoting without Comments* #KeralaFloods #KeralaFloodRelief","not_humanitarian"
"#PrayForChile #Chile #earthquake #ChileEarthquake #FuerzaNorteDeChile Reel/real life couples","other_relevant_information"
"Another one! Wow!!  https://t.co/CENTMY0lyl","not_related_or_irrelevant"
"Remember when Irma made us postpone JEM?? Well the new weekend for JEM is finally here! You can still register!… https://t.co/krHNSQRbOV","not_humanitarian"
"ë█╧@isaisbi: Something feels wrong. It's way too quiet. The calm before the storm is freaking me out. #RubyPHë█¥","not_related_or_irrelevant"
